,report,transcript_source,file_name,date
423,79160.0,2,20050928-79160-T.xml,2005-09-28
424,79176.0,2,20050929-79176-T.xml,2005-09-29
425,79618.0,2,20051020-79618-T.xml,2005-10-20
426,79623.0,2,20051024-79623-C.xml,2005-10-24
427,79642.0,2,20051101-79642-C.xml,2005-11-01
428,79912.0,2,20051007-79912-T.xml,2005-10-07
429,79973.0,2,20051003-79973-T.xml,2005-10-03
430,80064.0,2,20051024-80064-T.xml,2005-10-24
431,80155.0,2,20051011-80155-C.xml,2005-10-11
432,80494.0,2,20051007-80494-T.xml,2005-10-07
433,80672.0,2,20051101-80672-C.xml,2005-11-01
434,80707.0,2,20051020-80707-T.xml,2005-10-20
435,80923.0,2,20051108-80923-T.xml,2005-11-08
436,81013.0,2,20051024-81013-T.xml,2005-10-24
437,81837.0,2,20051025-81837-T.xml,2005-10-25
438,82313.0,2,20051027-82313-T.xml,2005-10-27
439,82734.0,2,20051103-82734-C.xml,2005-11-03
440,85707.0,2,20051213-85707-C.xml,2005-12-13
441,85819.0,2,20051118-85819-C.xml,2005-11-18
442,86480.0,2,20051110-86480-T.xml,2005-11-10
443,86601.0,2,20051116-86601-T.xml,2005-11-16
444,86818.0,2,20051118-86818-T.xml,2005-11-18
445,86819.0,2,20051118-86819-T.xml,2005-11-18
446,86855.0,2,20051116-86855-T.xml,2005-11-16
447,87016.0,2,20051116-87016-T.xml,2005-11-16
448,87088.0,2,20051117-87088-T.xml,2005-11-17
449,87316.0,2,20051115-87316-T.xml,2005-11-15
450,87507.0,2,20051115-87507-T.xml,2005-11-15
451,87819.0,2,20051208-87819-C.xml,2005-12-08
452,87989.0,2,20051123-87989-C.xml,2005-11-23
453,88125.0,2,20051130-88125-T.xml,2005-11-30
454,88128.0,2,20051201-88128-T.xml,2005-12-01
455,88278.0,2,20051130-88278-T.xml,2005-11-30
456,88473.0,2,20051201-88473-T.xml,2005-12-01
457,88490.0,2,20051130-88490-T.xml,2005-11-30
458,88578.0,2,20051207-88578-T.xml,2005-12-07
459,88639.0,2,20051207-88639-T.xml,2005-12-07
460,88697.0,2,20051129-88697-T.xml,2005-11-29
461,88797.0,2,20051205-88797-T.xml,2005-12-05
462,88851.0,2,20051206-88851-T.xml,2005-12-06
463,88888.0,2,20051201-88888-T.xml,2005-12-01
464,88948.0,2,20051207-88948-T.xml,2005-12-07
465,88993.0,2,20051206-88993-C.xml,2005-12-06
466,89106.0,2,20051212-89106-C.xml,2005-12-12
467,89252.0,2,20051207-89252-T.xml,2005-12-07
468,89637.0,2,20051208-89637-T.xml,2005-12-08
469,89729.0,2,20051207-89729-T.xml,2005-12-07
470,89731.0,2,20051207-89731-T.xml,2005-12-07
471,89818.0,2,20051208-89818-T.xml,2005-12-08
472,89837.0,2,20051219-89837-C.xml,2005-12-19
473,90062.0,2,20051220-90062-T.xml,2005-12-20
474,90141.0,2,20060119-90141-C.xml,2006-01-19
475,90290.0,2,20060109-90290-C.xml,2006-01-09
476,90572.0,2,20060202-90572-C.xml,2006-02-02
477,90849.0,2,20060125-90849-T.xml,2006-01-25
478,90896.0,2,20060119-90896-T.xml,2006-01-19
479,91130.0,2,20060124-91130-C.xml,2006-01-24
480,91198.0,2,20060124-91198-T.xml,2006-01-24
481,91756.0,2,20060113-91756-T.xml,2006-01-13
482,92329.0,2,20060110-92329-C.xml,2006-01-10
483,92565.0,2,20060112-92565-T.xml,2006-01-12
484,92659.0,2,20060307-92659-T.xml,2006-03-07
485,92850.0,2,20060131-92850-T.xml,2006-01-31
486,92924.0,2,20060222-92924-C.xml,2006-02-22
487,93024.0,2,20060223-93024-C.xml,2006-02-23
488,93193.0,2,20060201-93193-C.xml,2006-02-01
489,93247.0,2,20060209-93247-C.xml,2006-02-09
490,93303.0,2,20060303-93303-T.xml,2006-03-03
491,93711.0,2,20060208-93711-T.xml,2006-02-08
492,94710.0,2,20060215-94710-T.xml,2006-02-15
493,94928.0,2,20060127-94928-T.xml,2006-01-27
494,95471.0,2,20060215-95471-C.xml,2006-02-15
495,96114.0,2,20060216-96114-C.xml,2006-02-16
496,96272.0,2,20060213-96272-T.xml,2006-02-13
