,report,date,transcript_source
15116,697536.0,2003-01-21,1
15117,758610.0,2003-07-22,1
15118,805775.0,2003-11-06,1
15119,9921693.0,2004-11-04,0
15120,10079372.0,2005-01-26,0
15123,10489460.0,2005-07-27,0
15125,10729034.0,2005-11-03,0
15127,10906659.0,2006-01-25,0
15128,11164750.0,2006-04-27,0
15130,11304374.0,2006-06-20,0
15131,11459112.0,2006-07-26,0
15134,1368109.0,2006-09-13,1
15135,11675843.0,2006-10-23,0
15137,11678571.0,2006-10-23,0
15139,11911409.0,2007-01-24,0
15140,12201984.0,2007-04-26,0
15141,1602413.0,2007-07-25,1
15142,12821317.0,2007-11-08,0
15145,13043544.0,2008-01-23,0
15146,13048939.0,2008-01-23,0
15147,1759800.0,2008-02-12,1
15148,14140624.0,2008-11-11,0
15149,14389441.0,2009-02-02,0
15152,14390319.0,2009-02-02,0
15155,14779025.0,2009-04-29,0
15156,14780201.0,2009-04-29,0
15157,15105601.0,2009-07-28,0
15158,15108142.0,2009-07-28,0
15159,15521275.0,2009-11-09,0
15160,15522050.0,2009-11-09,0
15161,15762261.0,2010-01-27,0
15163,16084060.0,2010-04-28,0
15165,16085604.0,2010-04-28,0
15166,16435296.0,2010-07-28,0
15167,16435648.0,2010-07-28,0
15168,16883886.0,2010-11-09,0
15170,16883887.0,2010-11-09,0
15172,17043658.0,2010-12-14,0
15175,17171552.0,2011-01-26,0
15178,17171553.0,2011-01-26,0
15179,17228596.0,2011-02-08,0
15182,17517844.0,2011-04-27,0
15184,17518008.0,2011-04-27,0
15186,17612699.0,2011-05-16,0
15188,17703215.0,2011-06-08,0
15189,18386955.0,2011-11-08,0
15191,18387240.0,2011-11-08,0
15192,18462261.0,2011-11-25,0
15193,18693806.0,2012-01-25,0
15195,20108076.0,2012-04-25,0
15197,20109002.0,2012-04-25,0
15198,20259788.0,2012-05-21,0
15200,20358780.0,2012-06-13,0
15201,21016614.0,2012-11-05,0
15203,21016806.0,2012-11-05,0
15204,21064385.0,2012-11-08,0
15205,21380518.0,2013-01-30,0
15207,21380519.0,2013-01-30,0
15209,21787962.0,2013-04-24,0
15211,21929461.0,2013-05-20,0
15214,21987820.0,2013-05-31,0
15216,22801779.0,2013-11-07,0
15218,22849553.0,2013-11-14,0
15219,23175003.0,2014-01-29,0
15221,23175004.0,2014-01-29,0
15222,23313766.0,2014-02-20,0
15223,23714248.0,2014-04-29,0
15224,23714250.0,2014-04-29,0
15225,23753885.0,2014-05-06,0
15227,23905777.0,2014-05-30,0
15229,24263685.0,2014-07-30,0
15230,24263686.0,2014-07-30,0
15231,24892521.0,2014-11-12,0
15232,24893519.0,2014-11-12,0
15233,25329317.0,2015-01-28,0
15235,25329960.0,2015-01-28,0
15236,25956504.0,2015-04-30,0
15238,25956506.0,2015-04-30,0
15239,26170183.0,2015-05-29,0
15240,26625748.0,2015-07-29,0
15241,26625749.0,2015-07-29,0
15242,27416545.0,2015-11-10,0
15244,27416641.0,2015-11-10,0
15246,27514148.0,2015-11-19,0
15248,28155919.0,2016-01-27,0
15249,28155926.0,2016-01-27,0
15250,29233523.0,2016-04-27,0
15251,29238074.0,2016-04-27,0
15252,29398869.0,2016-05-16,0
15253,29518354.0,2016-06-03,0
15255,29826405.0,2016-07-27,0
15256,29827486.0,2016-07-27,0
15257,61470151.0,2016-11-07,0
15258,61471038.0,2016-11-07,0
15259,61518069.0,2016-11-10,0
15260,61927656.0,2017-01-25,0
15261,61928397.0,2017-01-25,0
15262,62282859.0,2017-03-21,0
15263,62499289.0,2017-04-26,0
15265,62499616.0,2017-04-26,0
15266,63064499.0,2017-07-26,0
15268,63065136.0,2017-07-26,0
15269,63733955.0,2017-11-08,0
15270,63734592.0,2017-11-08,0
15271,63792764.0,2017-11-16,0
15277,66198750.0,2018-11-15,0
15279,66800286.0,2019-02-21,0
15280,66956503.0,2019-03-19,0
15281,68326846.0,2019-11-12,0
15282,68327921.0,2019-11-12,0
15283,68379762.0,2019-11-20,0
15284,69675304.0,2020-06-03,0
15285,70833562.0,2020-11-10,0
15286,70834585.0,2020-11-10,0
15287,70886973.0,2020-11-17,0
15288,72254257.0,2021-06-04,0
15290,72375098.0,2021-06-25,0
15293,72375110.0,2021-06-25,0
15295,73345675.0,2021-11-02,0
15296,73357124.0,2021-11-02,0
15297,73443665.0,2021-11-10,0
15298,15233752.0,2022-06-03,1
15300,75084901.0,2022-06-03,0
15302,8009462.0,2002-07-18,0
15303,14778938.0,2009-04-29,0
15304,14780578.0,2009-04-29,0
15305,21464845.0,2013-02-15,0
15306,21775965.0,2013-04-22,0
15307,22695227.0,2013-10-24,0
15308,22695489.0,2013-10-24,0
15309,23263445.0,2014-02-12,0
15310,23635903.0,2014-04-21,0
15311,23635906.0,2014-04-21,0
15312,64791508.0,2018-04-20,0
15313,66839712.0,2019-02-26,0
15314,70640268.0,2020-10-22,0
15315,71020780.0,2020-12-09,0
15316,26758862.0,2015-08-12,0
15320,63230833.0,2017-08-17,0
15321,8722309.0,2003-02-04,0
15323,8722356.0,2003-02-04,0
15324,8913739.0,2004-02-04,0
15326,11640947.0,2006-10-10,0
15328,11188703.0,2006-05-05,0
15329,14128080.0,2008-11-06,0
15331,14129005.0,2008-11-06,0
15332,14571660.0,2009-03-12,0
15333,14571688.0,2009-03-12,0
15334,14797497.0,2009-05-06,0
15335,15166243.0,2009-08-06,0
15336,15476374.0,2009-10-29,0
15337,15867169.0,2010-02-25,0
15338,16096074.0,2010-04-29,0
15339,16449704.0,2010-07-29,0
15340,16821240.0,2010-10-28,0
15342,17297488.0,2011-02-24,0
15343,17533656.0,2011-04-29,0
15345,17950133.0,2011-07-29,0
15346,18370534.0,2011-10-28,0
15347,63337429.0,2017-09-07,0
15349,20652271.0,2012-08-15,0
15350,24840262.0,2014-11-04,0
15351,26684852.0,2015-08-04,0
15352,8908607.0,2003-10-15,0
15353,12229034.0,2007-05-02,0
15354,12793809.0,2007-11-01,0
15355,16832460.0,2010-11-02,0
15356,16832509.0,2010-11-02,0
15357,18102797.0,2011-09-07,0
15358,18479374.0,2011-11-30,0
15359,18862675.0,2012-02-28,0
15360,20154905.0,2012-05-02,0
15361,20156613.0,2012-05-02,0
15363,20742863.0,2012-09-05,0
15364,21417852.0,2013-02-06,0
15365,65688560.0,2018-09-04,0
15366,23179684.0,2014-01-30,0
15367,24657551.0,2014-09-04,0
15368,26709736.0,2015-08-06,0
15369,27359869.0,2015-11-05,0
15371,29518390.0,2016-06-03,0
15374,64179170.0,2018-01-24,0
15375,64419422.0,2018-02-27,0
15376,64908942.0,2018-05-03,0
15377,65799598.0,2018-09-24,0
15378,66090675.0,2018-11-01,0
15379,68755986.0,2020-01-29,0
15380,2462289.0,2021-01-20,2
15382,71336845.0,2021-01-28,0
15383,73153001.0,2021-10-12,0
15384,15087886.0,2022-01-19,1
15386,15092858.0,2022-01-27,1
15387,74291246.0,2022-01-27,0
15388,74661003.0,2022-04-20,0
15389,17431508.0,2011-04-03,0
15390,10895127.0,2006-01-20,0
15391,8715742.0,2002-10-23,0
15393,8903147.0,2003-07-23,0
15396,8903199.0,2003-07-23,0
15399,8909165.0,2003-10-22,0
15401,8909390.0,2003-10-22,0
15403,8913862.0,2004-02-05,0
15404,838588.0,2004-02-11,1
15406,11941809.0,2007-02-02,0
15407,1432910.0,2007-03-22,1
15408,13098287.0,2008-02-01,0
15409,13398684.0,2008-04-23,0
15410,15785182.0,2010-02-03,0
15411,15785587.0,2010-02-03,0
15412,16624858.0,2010-09-09,0
15414,17212267.0,2011-02-04,0
15415,17260909.0,2011-02-15,0
15416,18302017.0,2011-10-26,0
15418,18302387.0,2011-10-26,0
15419,18389174.0,2011-11-08,0
15423,18428170.0,2011-11-16,0
15424,18733571.0,2012-02-03,0
15426,18733572.0,2012-02-03,0
15428,18789332.0,2012-02-15,0
15430,18805794.0,2012-02-16,0
15432,20103400.0,2012-04-24,0
15433,20103563.0,2012-04-24,0
15434,4749463.0,2012-05-10,1
15435,20203135.0,2012-06-01,0
15436,20543080.0,2012-07-24,0
15437,20548967.0,2012-07-25,0
15438,20623095.0,2012-08-23,0
15440,20943119.0,2012-10-23,0
15441,20943123.0,2012-10-23,0
15442,21040163.0,2012-11-07,0
15444,21080568.0,2012-11-14,0
15446,21156417.0,2012-12-04,0
15448,21395431.0,2013-01-31,0
15450,21395525.0,2013-01-31,0
15454,21452655.0,2013-02-13,0
15457,21459899.0,2013-02-14,0
15460,21570012.0,2013-03-05,0
15462,21782969.0,2013-04-23,0
15463,21782970.0,2013-04-23,0
15464,22220891.0,2013-07-23,0
15465,22356643.0,2013-08-13,0
15467,22679788.0,2013-10-22,0
15468,23206333.0,2014-02-04,0
15471,23206730.0,2014-02-04,0
15472,23264460.0,2014-02-12,0
15473,23279774.0,2014-02-13,0
15474,24218389.0,2014-07-23,0
15475,24738219.0,2014-10-22,0
15476,24903312.0,2014-11-13,0
15477,25369032.0,2015-02-03,0
15480,25369658.0,2015-02-03,0
15482,25416609.0,2015-02-10,0
15483,25427991.0,2015-02-11,0
15484,25568139.0,2015-03-04,0
15485,25576469.0,2015-03-05,0
15486,25883491.0,2015-04-22,0
15487,25883512.0,2015-04-22,0
15488,26573315.0,2015-07-23,0
15489,26574170.0,2015-07-23,0
15490,27211890.0,2015-10-22,0
15491,27222420.0,2015-10-22,0
15492,28299903.0,2016-02-02,0
15494,28301644.0,2016-02-02,0
15495,29423220.0,2016-05-19,0
15497,29827672.0,2016-07-27,0
15498,61357104.0,2016-10-25,0
15499,61358152.0,2016-10-25,0
15500,61984917.0,2017-02-02,0
15502,61985880.0,2017-02-02,0
15505,63064784.0,2017-07-26,0
15506,63065276.0,2017-07-26,0
15507,64356172.0,2018-02-16,0
15510,66750841.0,2019-02-14,0
15512,66751663.0,2019-02-14,0
15514,68885579.0,2020-02-13,0
15515,68886341.0,2020-02-13,0
15516,68923145.0,2020-02-19,0
15519,70083833.0,2020-07-29,0
15520,70085260.0,2020-07-29,0
15522,70694531.0,2020-10-28,0
15523,70696131.0,2020-10-28,0
15524,70887331.0,2020-11-17,0
15525,71453826.0,2021-02-11,0
15527,71454162.0,2021-02-11,0
15529,11433587.0,2006-07-19,0
15530,11917011.0,2007-01-25,0
15531,61118658.0,2008-03-05,0
15532,61088133.0,2008-03-18,0
15533,61089700.0,2008-06-03,0
15534,64343978.0,2008-07-24,0
15536,13727060.0,2008-07-24,0
15538,13727517.0,2008-07-24,0
15540,61088126.0,2008-11-11,0
15541,61117437.0,2009-01-14,0
15542,61090365.0,2009-04-30,0
15544,61088128.0,2009-05-19,0
15545,64344034.0,2009-07-30,0
15548,15127383.0,2009-07-30,0
15550,15464693.0,2009-10-29,0
15551,61118613.0,2010-06-10,0
15555,61088124.0,2010-06-23,0
15559,16443807.0,2010-07-29,0
15562,16443979.0,2010-07-29,0
15563,16891361.0,2010-11-10,0
15565,16925927.0,2010-11-17,0
15567,17586461.0,2011-05-11,0
15568,18891569.0,2012-03-06,0
15569,20359317.0,2012-06-13,0
15570,20555331.0,2012-07-26,0
15572,20556575.0,2012-07-26,0
15575,20958540.0,2012-10-25,0
15576,20958871.0,2012-10-25,0
15577,21080111.0,2012-11-15,0
15579,21381790.0,2013-01-30,0
15580,21935077.0,2013-05-21,0
15583,22038476.0,2013-06-13,0
15584,22741444.0,2013-10-30,0
15585,22741481.0,2013-10-30,0
15586,23179704.0,2014-01-30,0
15587,23179829.0,2014-01-30,0
15588,25339914.0,2015-01-29,0
15589,25340921.0,2015-01-29,0
15590,63794240.0,2017-11-16,0
15591,14498731.0,2009-02-26,0
15592,14499312.0,2009-02-26,0
15593,15127685.0,2009-07-30,0
15594,15466352.0,2009-10-29,0
15595,16094207.0,2010-04-29,0
15596,16812850.0,2010-10-28,0
15597,17291731.0,2011-03-04,0
15598,17526449.0,2011-05-02,0
15599,17942245.0,2011-07-28,0
15600,20120404.0,2012-04-30,0
15601,20555435.0,2012-07-26,0
15602,18836374.0,2012-10-03,0
15603,21245259.0,2012-12-06,0
15605,23567209.0,2014-02-21,0
15606,66802414.0,2019-02-21,0
15608,71499796.0,2021-02-19,0
15611,72659064.0,2021-07-30,0
15614,74145418.0,2022-02-18,0
15616,74810261.0,2022-04-28,0
15618,16457205.0,2010-08-02,0
15619,4693056.0,2012-01-06,1
15620,18597437.0,2012-08-06,0
15622,20736702.0,2012-09-05,0
15623,20737229.0,2012-09-05,0
15624,21012922.0,2012-11-02,0
15625,21027182.0,2012-11-02,0
15626,21970807.0,2013-05-28,0
15627,21970980.0,2013-05-28,0
15628,22030154.0,2013-06-11,0
15629,23353314.0,2014-02-27,0
15630,23687488.0,2014-04-22,0
15633,23853827.0,2014-05-20,0
15634,23893961.0,2014-05-28,0
15636,25500927.0,2015-02-23,0
15638,25506393.0,2015-02-23,0
15641,26571802.0,2015-07-23,0
15645,26573805.0,2015-07-23,0
15646,27949542.0,2016-01-13,0
15647,551067.0,2001-11-13,1
15648,10257531.0,2005-04-19,0
15649,1421664.0,2006-11-30,1
15651,17520225.0,2011-04-27,0
15652,17931367.0,2011-07-27,0
15653,17931746.0,2011-07-27,0
15655,25886637.0,2015-04-23,0
15656,63504425.0,2017-10-10,0
15657,66850475.0,2019-02-28,0
15659,67370468.0,2019-05-22,0
15660,8722581.0,2003-02-06,0
15661,8914365.0,2004-02-12,0
15662,8914385.0,2004-02-12,0
15663,8914405.0,2004-02-12,0
15664,8914426.0,2004-02-12,0
15665,8914442.0,2004-02-12,0
15666,8914480.0,2004-02-12,0
15667,919160.0,2004-07-27,1
15668,9867188.0,2004-10-19,0
15670,10484804.0,2005-07-26,0
15671,1122680.0,2005-09-07,1
15672,1198552.0,2006-03-07,1
15673,12010806.0,2007-02-22,0
15674,13990153.0,2008-10-07,0
15675,23307731.0,2014-02-19,0
15676,23307808.0,2014-02-19,0
15677,9873970.0,2004-10-20,0
15678,883081.0,2004-04-29,1
15679,785080.0,2003-09-09,1
15680,21138250.0,2006-06-01,0
15681,10474725.0,2005-07-22,0
15682,13573076.0,2008-06-09,0
15683,13574025.0,2008-06-09,0
15684,14094669.0,2008-10-30,0
15685,14442263.0,2009-02-12,0
15686,23930645.0,2014-06-04,0
15688,25480262.0,2015-02-19,0
15689,29841254.0,2016-07-28,0
15690,8902793.0,2003-07-23,0
15691,8902891.0,2003-07-23,0
15692,8903034.0,2003-07-23,0
15693,9879624.0,2004-10-22,0
15694,17295333.0,2011-02-24,0
15695,11842039.0,2006-12-19,0
15696,16789664.0,2010-10-25,0
15697,17108477.0,2011-01-06,0
15698,17440621.0,2011-04-05,0
15699,24745893.0,2014-10-23,0
15700,64348653.0,2018-02-15,0
15701,1368621.0,2006-08-17,1
15702,14127331.0,2008-11-06,0
15703,10462014.0,2005-07-19,0
15704,10700484.0,2005-10-26,0
15705,10907823.0,2006-01-25,0
15706,9921417.0,2004-11-04,0
15707,10519547.0,2005-08-04,0
15708,14109207.0,2008-11-04,0
15710,14499267.0,2009-02-26,0
15711,14499393.0,2009-02-26,0
15712,14810162.0,2009-05-07,0
15713,15162402.0,2009-08-06,0
15714,15496706.0,2009-11-04,0
15716,16475338.0,2010-08-04,0
15717,16476061.0,2010-08-04,0
15718,17303057.0,2011-02-26,0
15719,17303614.0,2011-02-26,0
15720,17549924.0,2011-05-04,0
15721,17550914.0,2011-05-04,0
15722,17967961.0,2011-08-03,0
15723,17968569.0,2011-08-03,0
15724,18364492.0,2011-11-04,0
15725,18368088.0,2011-11-04,0
15726,20173275.0,2012-05-08,0
15727,20175240.0,2012-05-08,0
15728,20593172.0,2012-08-02,0
15729,20595268.0,2012-08-02,0
15730,21037654.0,2012-11-02,0
15731,21496756.0,2013-02-21,0
15732,21841497.0,2013-05-02,0
15733,21886103.0,2013-05-03,0
15734,22751081.0,2013-11-01,0
15735,23359254.0,2014-02-28,0
15736,23733397.0,2014-05-01,0
15737,72238758.0,2021-06-01,0
15738,10702146.0,2005-10-26,0
15739,10916569.0,2006-01-30,0
15740,21496091.0,2013-02-21,0
15741,22740936.0,2013-10-30,0
15742,25076516.0,2014-12-11,0
15743,25416758.0,2015-02-10,0
15744,63171944.0,2017-08-08,0
15745,64431526.0,2018-02-28,0
15746,64909063.0,2018-05-03,0
15747,65500677.0,2018-08-02,0
15748,65501836.0,2018-08-02,0
15750,66131750.0,2018-11-06,0
15751,66703599.0,2019-02-07,0
15752,66801918.0,2019-02-21,0
15753,67222836.0,2019-05-01,0
15754,67224241.0,2019-05-01,0
15755,67338231.0,2019-05-16,0
15756,68283766.0,2019-11-06,0
15757,68284317.0,2019-11-06,0
15758,70161979.0,2020-08-06,0
15760,70165567.0,2020-08-06,0
15762,70409840.0,2020-09-17,0
15763,71420775.0,2021-02-09,0
15766,71430358.0,2021-02-09,0
15770,71596976.0,2021-03-04,0
15784,71662308.0,2021-03-15,0
15786,72688898.0,2021-08-03,0
15787,74139351.0,2022-02-17,0
15788,15129535.0,2022-02-23,1
15789,74185035.0,2022-02-23,0
15790,15383433.0,2022-11-08,1
15791,8715372.0,2002-10-17,0
15792,8901554.0,2003-07-17,0
15793,9875552.0,2004-10-21,0
15794,15313406.0,2022-08-31,1
15795,9929959.0,2004-11-08,0
15796,11017059.0,2006-03-03,0
15797,11208399.0,2006-05-11,0
15798,12028882.0,2007-02-28,0
15799,14495934.0,2009-02-26,0
15800,2676696.0,2010-03-08,1
15802,16094185.0,2010-04-29,0
15805,17374070.0,2011-03-16,0
15806,18887084.0,2012-03-05,0
15808,21799708.0,2013-04-25,0
15809,22244303.0,2013-07-25,0
15810,22695404.0,2013-10-24,0
15811,25470937.0,2015-02-17,0
15812,26099226.0,2015-05-19,0
15814,27636958.0,2015-12-04,0
15816,28629533.0,2016-03-07,0
15817,29376081.0,2016-05-12,0
15818,6039259.0,2016-06-21,1
15820,29839178.0,2016-07-28,0
15821,61621138.0,2016-11-29,0
15822,62059403.0,2017-02-14,0
15823,62204078.0,2017-03-06,0
15824,62558863.0,2017-05-03,0
15826,62832308.0,2017-06-20,0
15827,63360929.0,2017-09-12,0
15828,64374741.0,2018-02-20,0
15830,64468255.0,2018-03-05,0
15832,65004703.0,2018-05-16,0
15834,65037307.0,2018-05-22,0
15835,65189905.0,2018-06-19,0
15836,65693610.0,2018-09-05,0
15837,65721625.0,2018-09-11,0
15838,71472900.0,2021-02-16,0
15840,71481060.0,2021-02-16,0
15841,72633712.0,2021-07-29,0
15842,72653019.0,2021-07-29,0
15843,15407970.0,2022-11-29,1
15844,1031394.0,2005-03-14,1
15845,13187992.0,2008-02-26,0
15846,13188212.0,2008-02-26,0
15847,3046407.0,2010-05-06,1
15848,68476429.0,2019-12-10,0
15850,68604755.0,2020-01-07,0
15851,71012253.0,2020-12-08,0
15852,71553474.0,2021-02-25,0
15853,71915427.0,2021-04-20,0
15854,72010595.0,2021-04-30,0
15855,8715487.0,2002-10-22,0
15856,8910818.0,2003-10-28,0
15857,63459338.0,2017-10-03,0
15858,68764432.0,2020-01-30,0
15859,68766183.0,2020-01-30,0
15860,70471758.0,2020-09-29,0
15861,15131398.0,2009-07-31,0
15862,18829345.0,2012-02-21,0
15864,18829644.0,2012-02-21,0
15865,21026953.0,2012-11-02,0
15866,8902912.0,2003-07-23,0
15867,8902963.0,2003-07-23,0
15868,8903013.0,2003-07-23,0
15869,8903141.0,2003-07-23,0
15870,1064058.0,2005-05-11,1
15871,1064034.0,2005-05-18,1
15872,1210704.0,2006-02-21,1
15873,16666514.0,2010-09-21,0
15874,4704814.0,2012-02-09,1
15875,18766966.0,2012-02-14,0
15876,20793619.0,2012-09-19,0
15877,20942257.0,2012-10-23,0
15878,21267691.0,2013-01-07,0
15879,21884335.0,2013-05-09,0
15882,21918216.0,2013-05-16,0
15884,22029726.0,2013-06-11,0
15887,22072418.0,2013-06-19,0
15889,22679709.0,2013-10-22,0
15890,23339072.0,2014-02-25,0
15891,23432854.0,2014-03-12,0
15895,23812830.0,2014-05-15,0
15897,24013530.0,2014-06-18,0
15898,5319693.0,2014-03-11,1
15900,27831413.0,2015-11-06,0
15901,63522386.0,2017-03-02,0
15902,63484304.0,2017-10-06,0
15906,63504061.0,2017-10-10,0
15908,64389782.0,2018-02-22,0
15909,64899622.0,2018-05-02,0
15910,65490533.0,2018-08-01,0
15911,65701696.0,2018-09-06,0
15913,66076861.0,2018-10-31,0
15915,66802967.0,2019-02-21,0
15918,67381293.0,2019-05-23,0
15920,69551421.0,2020-05-19,0
15921,70173789.0,2020-08-07,0
15922,74291411.0,2022-03-09,0
15923,12191023.0,2007-04-18,0
15925,12273626.0,2007-04-18,0
15926,67215951.0,2019-04-30,0
15927,73313327.0,2021-10-28,0
15930,74810501.0,2022-04-28,0
15931,17236990.0,2011-02-09,0
15932,17422437.0,2011-03-30,0
15933,17618176.0,2011-05-18,0
15935,18111040.0,2011-09-08,0
15936,8900699.0,2003-06-17,0
15937,67459084.0,2019-06-06,0
15938,68966979.0,2020-02-26,0
15941,8726742.0,2003-04-22,0
15942,8903160.0,2003-07-23,0
15943,8912982.0,2004-01-21,0
15944,10707027.0,2005-10-26,0
15945,11166984.0,2006-04-28,0
15946,12455901.0,2007-07-25,0
15947,12750876.0,2007-10-24,0
15948,12754048.0,2007-10-24,0
15949,13391054.0,2008-04-22,0
15950,13395623.0,2008-04-22,0
15951,14050865.0,2008-10-23,0
15952,14056129.0,2008-10-23,0
15955,14404078.0,2009-02-04,0
15956,15131132.0,2009-07-31,0
15957,15131375.0,2009-07-31,0
15958,21039940.0,2012-11-07,0
15959,22489052.0,2013-09-10,0
15960,12716177.0,2007-10-16,0
15961,15739980.0,2010-01-21,0
15964,15741569.0,2010-01-21,0
15967,16636149.0,2010-09-13,0
15968,17022138.0,2010-12-08,0
15970,17641652.0,2011-05-23,0
15971,17703085.0,2011-06-08,0
15973,18130778.0,2011-09-14,0
15976,18276287.0,2011-10-20,0
15977,18688387.0,2012-01-24,0
15978,18688389.0,2012-01-24,0
15979,20074179.0,2012-04-19,0
15980,20759346.0,2012-09-10,0
15981,21758671.0,2013-04-18,0
15982,21758753.0,2013-04-18,0
15983,24895420.0,2014-11-12,0
15985,27283729.0,2015-10-30,0
15987,27283782.0,2015-10-30,0
15988,27362193.0,2015-11-05,0
15993,27679146.0,2015-12-08,0
15994,28629986.0,2016-03-08,0
15995,29815418.0,2016-07-26,0
15996,61676592.0,2016-12-06,0
15997,64137665.0,2018-01-18,0
15998,71284163.0,2021-01-21,0
15999,71284449.0,2021-01-21,0
16000,8008852.0,2002-07-17,0
16001,8008875.0,2002-07-17,0
16003,8714593.0,2002-10-10,0
16004,8714602.0,2002-10-10,0
16005,8714939.0,2002-10-16,0
16006,8719389.0,2002-12-06,0
16012,8724899.0,2003-03-13,0
16017,8726046.0,2003-04-16,0
16022,8901391.0,2003-07-16,0
16025,8908879.0,2003-10-17,0
16027,8913129.0,2004-01-28,0
16029,877459.0,2004-04-21,1
16030,9874056.0,2004-10-20,0
16032,10100704.0,2005-02-02,0
16033,10267277.0,2005-04-20,0
16034,10753340.0,2005-10-19,0
16036,10930709.0,2006-02-01,0
16038,11135633.0,2006-04-19,0
16041,12178385.0,2007-04-20,0
16043,12448568.0,2007-07-20,0
16045,12734081.0,2007-10-19,0
16047,12736316.0,2007-10-19,0
16049,13115250.0,2008-02-06,0
16051,13699010.0,2008-07-17,0
16052,14025863.0,2008-10-16,0
16055,14026131.0,2008-10-16,0
16056,14415764.0,2009-02-05,0
16058,14415813.0,2009-02-05,0
16059,14727534.0,2009-04-16,0
16060,15061446.0,2009-07-16,0
16062,15424251.0,2009-10-22,0
16067,15429286.0,2009-10-22,0
16073,15814121.0,2010-02-10,0
16076,16066511.0,2010-04-22,0
16077,16406948.0,2010-07-22,0
16081,16408040.0,2010-07-22,0
16084,16686088.0,2010-09-29,0
16086,16775417.0,2010-10-21,0
16089,16775486.0,2010-10-21,0
16092,16884778.0,2010-11-09,0
16094,17011581.0,2010-12-03,0
16103,17050819.0,2010-12-16,0
16107,17237523.0,2011-02-10,0
16109,17237522.0,2011-02-16,0
16113,17267281.0,2011-02-16,0
16116,17292546.0,2011-02-23,0
16119,17354070.0,2011-03-10,0
16122,17499112.0,2011-04-25,0
16123,17507308.0,2011-04-25,0
16124,17702954.0,2011-06-08,0
16126,17724967.0,2011-06-15,0
16127,17898342.0,2011-07-21,0
16132,17897474.0,2011-07-30,0
16134,18006988.0,2011-08-10,0
16135,18171112.0,2011-09-26,0
16136,18270439.0,2011-10-19,0
16140,18270687.0,2011-10-19,0
16142,18496985.0,2011-12-05,0
16146,18512916.0,2011-12-08,0
16148,18764746.0,2012-02-09,0
16150,18764747.0,2012-02-09,0
16151,18837009.0,2012-02-22,0
16152,18897816.0,2012-03-07,0
16153,20074981.0,2012-04-19,0
16154,20075410.0,2012-04-19,0
16157,20523200.0,2012-07-23,0
16160,20523201.0,2012-07-23,0
16162,20622670.0,2012-08-09,0
16163,20747558.0,2012-09-06,0
16164,20920251.0,2012-10-18,0
16166,20920252.0,2012-10-18,0
16169,21039577.0,2012-11-07,0
16170,21172127.0,2012-12-07,0
16173,21453108.0,2013-02-13,0
16175,21759244.0,2013-04-18,0
16176,21940861.0,2013-05-22,0
16177,22034630.0,2013-06-12,0
16180,22198105.0,2013-07-18,0
16182,22198419.0,2013-07-18,0
16185,22367945.0,2013-08-15,0
16187,22655139.0,2013-10-17,0
16188,22655571.0,2013-10-17,0
16190,22772270.0,2013-11-05,0
16191,22947754.0,2013-12-06,0
16193,23272122.0,2014-02-13,0
16195,23272908.0,2014-02-13,0
16196,23561239.0,2014-04-17,0
16198,23798011.0,2014-05-13,0
16200,23925856.0,2014-06-04,0
16201,24173106.0,2014-07-17,0
16202,24173108.0,2014-07-17,0
16204,24367385.0,2014-08-14,0
16205,25051213.0,2014-12-05,0
16209,25437461.0,2015-02-12,0
16211,25830033.0,2015-04-16,0
16212,26761829.0,2015-08-13,0
16213,27211892.0,2015-10-22,0
16214,27638938.0,2015-12-04,0
16216,29784070.0,2016-07-21,0
16217,61319580.0,2016-10-20,0
16218,61644039.0,2016-12-02,0
16219,62032536.0,2017-02-09,0
16220,62457483.0,2017-04-20,0
16222,63018886.0,2017-07-20,0
16223,63572340.0,2017-10-19,0
16224,63873079.0,2017-12-01,0
16227,64348634.0,2018-02-15,0
16229,65933835.0,2018-10-18,0
16232,66750731.0,2019-02-14,0
16233,67647748.0,2019-07-18,0
16234,68456964.0,2019-12-06,0
16236,69278463.0,2020-04-16,0
16238,69517618.0,2020-05-14,0
16239,69982189.0,2020-07-16,0
16243,69984017.0,2020-07-16,0
16247,70640926.0,2020-10-22,0
16252,70640927.0,2020-10-22,0
16257,71453871.0,2021-02-11,0
16261,71454171.0,2021-02-11,0
16268,71937237.0,2021-04-22,0
16270,72578264.0,2021-07-22,0
16274,72578447.0,2021-07-22,0
16280,73216387.0,2021-10-21,0
16281,73230671.0,2021-10-21,0
16283,73635495.0,2021-12-10,0
16285,74081632.0,2022-02-10,0
16286,74810452.0,2022-04-21,0
16287,13621326.0,2008-06-26,0
16288,13623326.0,2008-06-26,0
16289,14054387.0,2008-10-23,0
16290,14055616.0,2008-10-23,0
16291,23220741.0,2014-02-06,0
16292,23860619.0,2014-05-22,0
16294,25956364.0,2015-04-30,0
16295,29451902.0,2016-05-24,0
16296,65056439.0,2018-05-21,0
16299,67365220.0,2019-05-20,0
16301,68216321.0,2019-10-30,0
16303,72213178.0,2021-05-27,0
16306,74962833.0,2022-05-17,0
16308,15181100.0,2022-05-18,1
16310,75115814.0,2022-05-26,0
16313,15243624.0,2022-05-27,1
16315,9913419.0,2004-11-02,0
16316,11503891.0,2006-08-08,0
16317,72062603.0,2021-05-06,0
16322,20616208.0,2012-08-07,0
16323,22741265.0,2013-10-30,0
