,report,date,transcript_source
42439,848441.0,2004-02-26,1
42441,851349.0,2004-02-26,1
42442,10153430.0,2005-02-24,0
42443,10992913.0,2006-02-23,0
42444,13166894.0,2008-02-21,0
42445,13223026.0,2008-03-06,0
42446,13762362.0,2008-08-01,0
42447,15121962.0,2009-07-30,0
42448,15125549.0,2009-07-30,0
42449,15840935.0,2010-02-18,0
42450,15870555.0,2010-03-01,0
42451,16443026.0,2010-07-29,0
42452,16445436.0,2010-07-29,0
42453,17272317.0,2011-02-18,0
42454,17352461.0,2011-03-10,0
42455,17353820.0,2011-03-10,0
42456,18816239.0,2012-02-17,0
42457,18816242.0,2012-02-17,0
42458,18895799.0,2012-03-13,0
42459,18901803.0,2012-03-13,0
42460,23315176.0,2014-02-20,0
42461,28420714.0,2016-02-18,0
42462,28428458.0,2016-02-18,0
42463,62130769.0,2017-02-23,0
42464,64389611.0,2018-02-22,0
42465,64393876.0,2018-02-22,0
42467,68683485.0,2020-01-20,0
42469,71542338.0,2021-02-25,0
42470,72633814.0,2021-07-29,0
42471,10665931.0,2005-10-14,0
42472,10882117.0,2006-01-17,0
42473,1077779.0,2005-06-08,1
42474,11834209.0,2006-12-14,0
42475,12903342.0,2007-11-29,0
42476,13380276.0,2008-04-17,0
42477,17890345.0,2011-07-20,0
42478,17890595.0,2011-07-20,0
42479,18126739.0,2011-09-14,0
42480,18271579.0,2011-10-20,0
42481,18695220.0,2012-01-25,0
42482,20521744.0,2012-07-20,0
42483,20920889.0,2012-10-18,0
42484,20923405.0,2012-10-18,0
42486,21133305.0,2012-11-28,0
42487,24219772.0,2014-07-23,0
42488,24223231.0,2014-07-23,0
42489,27689232.0,2015-12-09,0
42490,61937330.0,2017-01-26,0
42492,63574653.0,2017-10-19,0
42493,65934965.0,2018-10-18,0
42494,10945598.0,2006-02-07,0
42495,8716813.0,2002-10-31,0
42496,61508680.0,2016-11-10,0
42498,64385186.0,2018-02-21,0
42499,64385299.0,2018-02-21,0
42500,71542103.0,2021-02-25,0
42501,8729321.0,2003-05-08,0
42502,10192876.0,2005-03-15,0
42503,66939938.0,2019-03-15,0
42504,67311523.0,2019-05-13,0
42505,67817751.0,2019-08-13,0
42506,68327150.0,2019-11-12,0
42507,69090738.0,2020-03-18,0
42508,71772971.0,2021-04-02,0
42511,61357874.0,2016-10-25,0
42512,61919097.0,2017-01-24,0
42513,8724162.0,2003-02-26,0
42514,8725340.0,2003-03-27,0
42516,887030.0,2004-05-17,1
42519,854512.0,2004-08-26,1
42520,1770312.0,2008-02-29,1
42521,18843284.0,2012-02-23,0
42524,20145911.0,2012-05-01,0
42529,21500724.0,2013-02-21,0
42530,22335688.0,2013-08-08,0
42532,25477467.0,2015-02-19,0
42533,27030832.0,2015-09-23,0
42534,62131698.0,2017-02-23,0
42535,63148343.0,2017-08-04,0
42536,63688029.0,2017-11-02,0
42537,63814277.0,2017-11-21,0
42538,68402556.0,2019-11-25,0
42539,68932451.0,2020-02-20,0
42541,70919233.0,2020-11-20,0
42542,71499546.0,2021-02-19,0
42544,72012960.0,2021-04-30,0
42545,72012961.0,2021-04-30,0
42546,72652342.0,2021-07-30,0
42547,72652910.0,2021-07-30,0
42548,72658959.0,2021-07-30,0
42549,14638389.0,2022-02-25,1
42550,74201847.0,2022-02-25,0
42551,74503327.0,2022-04-07,0
42552,8913358.0,2004-01-27,0
42553,10628765.0,2005-09-27,0
42554,11768172.0,2006-11-16,0
42555,11772342.0,2006-11-16,0
42556,12319338.0,2007-05-31,0
42557,12656784.0,2007-09-25,0
42558,12658125.0,2007-09-25,0
42559,12852249.0,2007-11-14,0
42560,14875350.0,2009-05-19,0
42561,15298344.0,2009-09-17,0
42563,20633077.0,2012-08-10,0
42564,21547427.0,2013-03-04,0
42565,26666514.0,2015-07-31,0
42566,65163123.0,2018-06-13,0
42568,65468159.0,2018-07-30,0
42569,72678523.0,2021-08-03,0
42570,10076949.0,2005-01-25,0
42571,17236991.0,2011-02-09,0
42572,17315756.0,2011-03-01,0
42573,504283.0,2001-04-26,1
42574,564226.0,2001-11-29,1
42575,567411.0,2001-12-10,1
42576,567863.0,2001-12-11,1
42579,611696.0,2002-03-12,1
42580,620591.0,2002-05-02,1
42581,8906234.0,2003-08-06,0
42582,8906306.0,2003-08-06,0
42583,8906319.0,2003-08-06,0
42584,917361.0,2004-08-05,1
42585,1066840.0,2005-05-12,1
42586,2681447.0,2010-02-02,1
42587,17423241.0,2011-03-31,0
42588,20132313.0,2012-04-27,0
42589,21715502.0,2013-04-10,0
42590,21841668.0,2013-05-02,0
42591,21841669.0,2013-05-02,0
42592,26637367.0,2015-07-30,0
42593,26644207.0,2015-07-30,0
42594,61101337.0,2016-09-08,0
42596,10134337.0,2005-02-17,0
42597,697311.0,2003-01-30,1
42598,13134144.0,2008-02-12,0
42599,15894266.0,2010-03-04,0
42600,18302246.0,2011-10-25,0
42601,18842890.0,2012-02-23,0
42602,20166851.0,2012-05-03,0
42604,20595390.0,2012-08-02,0
42605,21843430.0,2013-05-02,0
42606,21934719.0,2013-05-21,0
42607,22306106.0,2013-08-01,0
42608,22755749.0,2013-10-31,0
42611,22935903.0,2013-12-03,0
42612,23376521.0,2014-02-27,0
42615,23732573.0,2014-05-01,0
42617,64898722.0,2018-05-02,0
42618,65447658.0,2018-07-26,0
42619,66134274.0,2018-11-06,0
42621,67767702.0,2019-08-06,0
42622,68272867.0,2019-11-05,0
42623,70618758.0,2020-10-20,0
42625,71430304.0,2021-02-10,0
42626,72712390.0,2021-08-05,0
42627,15370859.0,2022-11-03,1
42628,20654933.0,2012-08-22,0
42629,20654934.0,2012-08-22,0
42631,22057282.0,2013-06-18,0
42632,22811452.0,2013-11-06,0
42633,23344104.0,2014-02-26,0
42634,23898275.0,2014-05-29,0
42635,23898406.0,2014-05-29,0
42636,65091714.0,2018-06-01,0
42637,24663246.0,2014-10-09,0
42638,24663507.0,2014-10-09,0
42639,26092831.0,2015-05-18,0
42640,26092832.0,2015-05-18,0
42642,26734728.0,2015-08-10,0
42643,15382375.0,2022-11-10,1
42644,1591539.0,2007-07-11,1
42645,1643671.0,2007-09-12,1
42646,71596958.0,2021-03-04,0
42648,8719852.0,2002-02-06,0
42649,8714646.0,2002-05-09,0
42650,8711192.0,2002-08-08,0
42651,9923649.0,2004-11-04,0
42653,8729022.0,2003-05-07,0
42654,14124399.0,2008-11-06,0
42655,14125818.0,2008-11-06,0
42656,15865459.0,2010-02-25,0
42657,860392.0,2004-03-08,1
42658,1452840.0,2007-01-17,1
42659,12205652.0,2007-04-26,0
42660,16815878.0,2010-10-28,0
42661,21458959.0,2013-02-14,0
42662,23975803.0,2014-06-05,0
42664,16821417.0,2010-10-29,0
42665,27285089.0,2015-10-30,0
42666,71347624.0,2021-01-29,0
42667,13147702.0,2008-02-14,0
42668,16775857.0,2010-10-21,0
42669,17129807.0,2011-01-13,0
42671,17660947.0,2011-05-26,0
42672,20273687.0,2012-05-23,0
42673,24038399.0,2014-06-24,0
42674,25472805.0,2015-02-18,0
42675,25598933.0,2015-03-09,0
42676,25889397.0,2015-04-23,0
42678,26574993.0,2015-07-23,0
42679,27948720.0,2016-01-13,0
42680,29610276.0,2016-06-21,0
42682,29819214.0,2016-07-26,0
42684,65683197.0,2017-06-21,0
42685,12605591.0,2007-09-06,0
42686,13467120.0,2008-05-08,0
42687,10732911.0,2005-11-03,0
42688,11071872.0,2006-03-22,0
42689,11312453.0,2006-06-26,0
42690,2709897.0,2010-02-10,1
42691,67919356.0,2019-09-04,0
42692,70368387.0,2020-09-09,0
42695,72004828.0,2021-04-28,0
42696,72633428.0,2021-07-28,0
42698,74173377.0,2022-02-08,0
42699,23435533.0,2014-03-14,0
42700,64576733.0,2018-03-16,0
42701,74255641.0,2022-03-04,0
42702,13046269.0,2008-01-23,0
42703,13048993.0,2008-01-23,0
42704,14047215.0,2008-10-22,0
42706,14047706.0,2008-10-22,0
42708,17931910.0,2011-07-27,0
42710,62252409.0,2017-03-07,0
42711,64168648.0,2018-01-23,0
42712,66920809.0,2019-03-12,0
42713,68125254.0,2019-10-17,0
42714,70640564.0,2020-10-22,0
42715,70641215.0,2020-10-22,0
42716,71284363.0,2021-01-21,0
42717,71634657.0,2021-03-09,0
42720,71904212.0,2021-04-20,0
42721,71915567.0,2021-04-20,0
42722,25236514.0,2015-01-13,0
42723,8008752.0,2002-07-16,0
42724,8715428.0,2002-10-18,0
42725,8726130.0,2003-04-16,0
42726,8901532.0,2003-07-17,0
42727,8908626.0,2003-10-15,0
42728,8913901.0,2004-02-05,0
42729,1505511.0,2007-04-04,1
42730,4772408.0,2012-04-25,1
42731,20110079.0,2012-06-04,0
42732,20110383.0,2012-06-04,0
42733,64307080.0,2018-02-08,0
42734,64308235.0,2018-02-08,0
42735,64836761.0,2018-04-25,0
42736,64842103.0,2018-04-25,0
42738,66004440.0,2018-10-25,0
42739,70640547.0,2020-10-22,0
42742,70640826.0,2020-10-22,0
42743,71442300.0,2021-02-10,0
42744,71442474.0,2021-02-10,0
42745,12442239.0,2007-07-18,0
42746,18271148.0,2011-10-19,0
42747,4762928.0,2012-04-18,1
42751,20068751.0,2012-05-08,0
42753,20070908.0,2012-05-08,0
42755,22680594.0,2013-10-22,0
42756,22681144.0,2013-10-22,0
42757,8008981.0,2002-07-17,0
42759,8726106.0,2003-04-16,0
42761,8903290.0,2003-07-24,0
42763,8903679.0,2003-07-24,0
42765,8904064.0,2003-07-24,0
42767,8909655.0,2003-10-23,0
42768,9875135.0,2004-10-21,0
42770,10267828.0,2005-04-21,0
42772,10470545.0,2005-07-21,0
42773,8908264.0,2003-10-08,0
42774,21180564.0,2012-12-11,0
42775,16444985.0,2010-07-29,0
42776,3425183.0,2010-11-03,1
42777,17582591.0,2011-05-10,0
42778,22260002.0,2013-07-26,0
42779,22740667.0,2013-10-30,0
42780,23174997.0,2014-01-29,0
42781,23961815.0,2014-06-11,0
42782,26033594.0,2015-05-08,0
42784,64553858.0,2018-03-13,0
42785,8715686.0,2002-10-22,0
42786,25934619.0,2015-04-28,0
42787,67713165.0,2019-07-30,0
42788,67715041.0,2019-07-30,0
42789,73294987.0,2021-10-27,0
42790,8717654.0,2002-11-12,0
42791,8724168.0,2003-02-26,0
42792,11746331.0,2006-11-09,0
42797,12126852.0,2007-04-02,0
42798,14962347.0,2009-06-08,0
42799,18374723.0,2011-11-04,0
42800,67295597.0,2019-05-09,0
42801,625323.0,2002-05-01,1
42802,8710999.0,2002-08-06,0
42803,8913564.0,2004-02-03,0
42804,8913633.0,2004-02-03,0
42805,10310654.0,2005-05-05,0
42806,8717106.0,2002-10-24,0
42807,8722654.0,2003-02-06,0
42808,8909621.0,2003-10-23,0
42809,13049008.0,2008-01-23,0
42810,10134365.0,2005-02-17,0
42811,11182781.0,2006-05-04,0
42812,936406.0,2004-09-09,1
42815,1545588.0,2007-05-22,1
42816,12462087.0,2007-07-26,0
42817,1599954.0,2007-08-06,1
42818,1632863.0,2007-09-06,1
42820,12758903.0,2007-10-25,0
42821,1700037.0,2007-11-27,1
42822,1709001.0,2007-12-12,1
42823,1769891.0,2008-03-05,1
42826,14058890.0,2008-10-23,0
42827,2019821.0,2008-11-19,1
42829,15129587.0,2009-07-30,0
42831,2569535.0,2009-12-08,1
42832,15841025.0,2010-02-18,0
42833,16090298.0,2010-04-29,0
42834,16091784.0,2010-04-29,0
42835,16445521.0,2010-07-29,0
42836,16446003.0,2010-07-29,0
42838,3382480.0,2010-10-28,1
42840,3661202.0,2011-02-10,1
42842,17245637.0,2011-02-17,0
42845,17245638.0,2011-02-17,0
42847,17527618.0,2011-05-05,0
42848,17528174.0,2011-05-05,0
42850,17685087.0,2011-06-09,0
42851,17942062.0,2011-07-29,0
42852,17948783.0,2011-08-04,0
42853,18758141.0,2012-02-09,0
42855,18758527.0,2012-02-09,0
42857,4801157.0,2012-05-23,1
42859,20273716.0,2012-05-30,0
42860,20557837.0,2012-07-27,0
42861,20960367.0,2012-10-25,0
42862,21180196.0,2012-12-11,0
42863,21456217.0,2013-02-13,0
42864,21950988.0,2013-05-23,0
42865,22229761.0,2013-07-24,0
42866,22229763.0,2013-07-24,0
42867,22696978.0,2013-10-24,0
42868,22697135.0,2013-10-24,0
42869,23273217.0,2014-02-13,0
42871,23273550.0,2014-02-13,0
42874,23651526.0,2014-04-23,0
42875,23651553.0,2014-04-23,0
42876,24049010.0,2014-06-25,0
42877,24228953.0,2014-07-24,0
42878,24234264.0,2014-07-24,0
42879,24746672.0,2014-10-23,0
42880,24747123.0,2014-10-23,0
42881,25530725.0,2015-02-26,0
42882,25531063.0,2015-02-26,0
42883,25980470.0,2015-05-04,0
42884,25980605.0,2015-05-04,0
42885,26641691.0,2015-07-30,0
42886,26646354.0,2015-07-30,0
42887,27273999.0,2015-10-29,0
42888,27275651.0,2015-10-29,0
42889,27688756.0,2015-12-09,0
42890,8711764.0,2002-08-16,0
42891,12870359.0,2007-11-20,0
42892,11264655.0,2006-06-01,0
42893,29941344.0,2016-08-09,0
42896,64561255.0,2018-03-14,0
42897,64970537.0,2018-05-10,0
42898,65547418.0,2018-08-08,0
42899,69079029.0,2020-03-16,0
42901,2364402.0,2020-03-16,2
42902,736216.0,2003-05-02,1
42903,8914476.0,2004-02-12,0
42904,10551893.0,2005-08-18,0
42905,10760255.0,2005-11-15,0
42906,2718875.0,2022-09-21,2
42907,63743981.0,2017-11-09,0
42908,64392722.0,2018-02-22,0
42909,69457297.0,2020-05-07,0
42910,70164852.0,2020-08-06,0
42911,71490196.0,2021-02-18,0
42913,72009049.0,2021-04-29,0
42915,73313109.0,2021-10-28,0
42916,73613141.0,2021-12-07,0
42919,15128605.0,2022-02-28,1
42920,74216965.0,2022-02-28,0
42922,74826612.0,2022-04-28,0
42923,12981187.0,2007-12-21,0
42924,15894830.0,2010-03-04,0
42926,15900800.0,2010-03-04,0
42927,23305278.0,2010-03-04,0
42929,20789297.0,2012-09-18,0
42930,21056866.0,2012-11-08,0
42931,10687065.0,2005-10-21,0
42932,911440.0,2004-07-20,1
42933,9867269.0,2004-10-19,0
42935,10688237.0,2005-10-20,0
42936,11140184.0,2006-04-20,0
42938,11912604.0,2007-01-24,0
42939,12680078.0,2007-10-02,0
42940,12682126.0,2007-10-02,0
42941,20546190.0,2012-07-25,0
42942,22198163.0,2013-07-18,0
42943,27031160.0,2015-09-23,0
42945,64781047.0,2018-04-19,0
42946,71314287.0,2021-01-26,0
42947,71325070.0,2021-01-26,0
42948,8714946.0,2002-10-16,0
42949,15362799.0,2022-10-27,1
42950,68320081.0,2019-11-11,0
42952,69472843.0,2020-05-08,0
42953,70169358.0,2020-08-06,0
42954,70809469.0,2020-11-05,0
42956,71650768.0,2021-03-11,0
42960,72054041.0,2021-05-05,0
42964,72069315.0,2021-05-06,0
42966,72711917.0,2021-08-05,0
42969,15011215.0,2021-11-04,1
42972,73386372.0,2021-11-04,0
42976,74299607.0,2022-03-10,0
42978,15127022.0,2022-05-05,1
42981,74873884.0,2022-05-05,0
42984,74881683.0,2022-05-06,0
42985,13001184.0,2008-01-08,0
42986,21322251.0,2013-01-17,0
42987,29413746.0,2016-05-18,0
42989,15529863.0,2009-11-10,0
42990,66802340.0,2019-02-21,0
42991,67288647.0,2019-05-09,0
42992,69824255.0,2020-06-17,0
42993,72633575.0,2021-07-28,0
42994,74932692.0,2022-05-12,0
42995,9899702.0,2004-10-28,0
42997,10268521.0,2005-04-21,0
42998,12213390.0,2007-04-20,0
42999,13092517.0,2008-01-31,0
43000,13755797.0,2008-07-31,0
43001,25270256.0,2015-01-20,0
43002,8902249.0,2003-07-22,0
43003,8902300.0,2003-07-22,0
43004,8902331.0,2003-07-22,0
43005,8902429.0,2003-07-22,0
43006,18301269.0,2011-10-25,0
43007,18301708.0,2011-10-25,0
43008,18687906.0,2012-01-24,0
43010,28794028.0,2016-03-17,0
43011,61848232.0,2017-01-11,0
43012,66276542.0,2018-11-29,0
43013,8727449.0,2003-04-25,0
43014,8909866.0,2003-10-28,0
43016,20109936.0,2012-05-30,0
43017,24796765.0,2014-10-30,0
43018,64343227.0,2018-02-14,0
43019,67173746.0,2019-04-24,0
43020,68165973.0,2019-10-23,0
43022,69321533.0,2020-04-22,0
43023,71391227.0,2021-02-03,0
43024,71790412.0,2021-04-01,0
43026,2493024.0,2021-04-01,2
43027,14158673.0,2008-11-14,0
43028,61315123.0,2016-09-22,0
43030,63200550.0,2017-08-11,0
43031,63776781.0,2017-11-14,0
43032,67824166.0,2019-08-14,0
43033,68345238.0,2019-11-14,0
43034,68896589.0,2020-02-14,0
43035,69532875.0,2020-05-15,0
43037,72129653.0,2021-05-14,0
43038,73489856.0,2021-11-16,0
43039,15178368.0,2022-05-13,1
43040,74937585.0,2022-05-13,0
43042,15269097.0,2022-08-12,1
43044,10704941.0,2005-10-25,0
43045,11475255.0,2006-07-27,0
43046,11696898.0,2006-10-26,0
43047,13751741.0,2008-07-30,0
43048,13751860.0,2008-07-30,0
43049,18871620.0,2012-03-01,0
43052,20157703.0,2012-05-02,0
43053,20585838.0,2012-08-02,0
43054,21016845.0,2012-11-01,0
43056,21524651.0,2013-02-27,0
43058,22301938.0,2013-08-01,0
43059,22742173.0,2013-10-30,0
43060,23375340.0,2014-03-03,0
43061,24276232.0,2014-07-31,0
43062,63054175.0,2017-07-25,0
43064,63697869.0,2017-11-03,0
43066,64598135.0,2018-03-21,0
43067,64957807.0,2018-05-08,0
43068,65536467.0,2018-08-07,0
43069,66121812.0,2018-11-05,0
43071,66897433.0,2019-03-07,0
43072,67267583.0,2019-05-07,0
43074,67769251.0,2019-08-06,0
43076,68294856.0,2019-11-07,0
43078,69026249.0,2020-03-06,0
43079,69471592.0,2020-05-08,0
43080,70162527.0,2020-08-06,0
43081,70808159.0,2020-11-06,0
43082,71634692.0,2021-03-09,0
43086,72069501.0,2021-05-07,0
43087,74394565.0,2022-03-25,0
43089,63360491.0,2017-09-12,0
43090,64372895.0,2018-02-20,0
43091,8714951.0,2002-10-16,0
43092,17538540.0,2011-05-02,0
43093,869723.0,2004-05-05,1
43094,9889581.0,2004-10-26,0
43095,17544806.0,2011-05-03,0
43096,17923991.0,2011-07-26,0
43098,18228101.0,2011-10-17,0
43101,18356748.0,2011-11-02,0
43103,20146666.0,2012-05-29,0
43105,23736036.0,2014-05-01,0
43106,24256643.0,2014-07-29,0
43107,25340522.0,2015-01-29,0
43108,28293180.0,2016-02-01,0
43110,29817708.0,2016-07-26,0
43111,62014192.0,2017-02-07,0
43112,66688073.0,2019-02-05,0
43113,68321059.0,2019-11-11,0
43114,70726771.0,2020-10-29,0
43115,70727309.0,2020-10-29,0
43116,18346646.0,2011-11-01,0
43117,8900642.0,2003-06-12,0
43118,18161499.0,2011-09-23,0
43119,18161802.0,2011-09-23,0
43120,18508192.0,2011-12-07,0
43121,18508272.0,2011-12-07,0
43122,21976217.0,2013-05-29,0
43123,21976410.0,2013-05-29,0
43124,11759361.0,2006-11-14,0
43125,10121154.0,2005-02-10,0
43126,14404636.0,2009-02-04,0
43127,15084930.0,2009-07-22,0
43128,15085031.0,2009-07-22,0
43129,15785569.0,2010-02-03,0
43130,16769127.0,2010-10-20,0
43131,17467996.0,2011-04-13,0
43132,18726360.0,2012-02-01,0
43133,18726361.0,2012-02-01,0
43134,23175240.0,2014-01-29,0
43135,25377792.0,2015-02-04,0
43138,25377944.0,2015-02-04,0
43141,68754442.0,2020-01-29,0
43142,68755127.0,2020-01-29,0
43143,764152.0,2003-07-15,1
43144,8908400.0,2003-10-08,0
43146,1369992.0,2006-09-27,1
43147,24695440.0,2007-10-30,0
43148,13320636.0,2008-04-02,0
43152,13320943.0,2008-04-02,0
43156,13596569.0,2008-06-18,0
43157,13929556.0,2008-09-22,0
43161,13931166.0,2008-09-22,0
43164,14268482.0,2008-12-19,0
43166,2149915.0,2009-05-13,1
43167,15166235.0,2009-08-06,0
43168,17260873.0,2011-02-23,0
43169,17261269.0,2011-02-23,0
43170,25481059.0,2015-02-19,0
43171,8727556.0,2003-04-24,0
43172,8904620.0,2003-07-29,0
43173,8913275.0,2004-01-29,0
43175,9892747.0,2004-10-26,0
43176,10117939.0,2005-02-09,0
43177,10295973.0,2005-04-28,0
43178,10485846.0,2005-07-26,0
43179,10700049.0,2005-10-26,0
43180,10969505.0,2006-02-15,0
43182,11170885.0,2006-04-27,0
43183,11481654.0,2006-08-01,0
43184,11716181.0,2006-11-01,0
43186,12033277.0,2007-02-26,0
43188,12249084.0,2007-05-07,0
43189,12514322.0,2007-08-07,0
43190,27090398.0,2015-09-29,0
43191,27829749.0,2015-12-02,0
43192,26587023.0,2015-07-24,0
43193,28043143.0,2016-01-22,0
43194,29794143.0,2016-07-22,0
43195,61334804.0,2016-10-21,0
43196,61943122.0,2017-01-27,0
43197,63602621.0,2017-10-24,0
43198,66636786.0,2019-01-29,0
43199,67217043.0,2019-04-30,0
43200,67712424.0,2019-07-30,0
43201,68209145.0,2019-10-29,0
43203,70966043.0,2020-10-30,0
43204,72010442.0,2021-04-29,0
43206,27353997.0,2015-11-05,0
43207,27354018.0,2015-11-05,0
43208,61382023.0,2016-10-27,0
43209,16640627.0,2010-09-15,0
43210,22829291.0,2013-11-12,0
43211,4697636.0,2012-03-30,1
43212,18998266.0,2012-04-10,0
43213,25680943.0,2015-03-23,0
43215,62331848.0,2017-03-29,0
43216,63873338.0,2017-12-01,0
43217,72069323.0,2021-05-06,0
43218,72766368.0,2021-08-12,0
43219,17125598.0,2011-01-13,0
43220,9945390.0,2004-11-11,0
43221,8913611.0,2004-02-03,0
43222,8913628.0,2004-02-03,0
43223,8913646.0,2004-02-03,0
43224,8913657.0,2004-02-03,0
43225,8913669.0,2004-02-03,0
43226,10117579.0,2005-02-09,0
43227,67938407.0,2019-09-09,0
43228,70213396.0,2020-08-13,0
43229,71400289.0,2021-02-04,0
43233,72115428.0,2021-05-13,0
43234,10640574.0,2005-10-03,0
43235,8912118.0,2003-12-18,0
43236,25028406.0,2014-12-03,0
43237,14538733.0,2009-03-05,0
43238,8911214.0,2003-11-13,0
43239,12204542.0,2007-04-26,0
43240,66310465.0,2018-12-04,0
43241,8728615.0,2003-05-02,0
43242,12870367.0,2007-11-20,0
43243,72513256.0,2021-07-14,0
43244,8901702.0,2003-07-17,0
43245,8908702.0,2003-10-16,0
43246,10085002.0,2005-01-27,0
43247,10268966.0,2005-04-21,0
43248,11689949.0,2006-10-26,0
43249,13091711.0,2008-01-31,0
43251,14740725.0,2009-04-21,0
43252,16849700.0,2010-11-04,0
43254,17235952.0,2011-02-09,0
43255,17290622.0,2011-02-23,0
43257,17291474.0,2011-02-23,0
43258,18367499.0,2011-11-03,0
43260,20256717.0,2012-05-21,0
43262,20256718.0,2012-05-21,0
43263,20279447.0,2012-06-19,0
43265,20279448.0,2012-06-22,0
43268,21150587.0,2012-12-03,0
43269,21939827.0,2013-05-22,0
43270,23853914.0,2014-05-21,0
43273,24857977.0,2014-11-06,0
43274,26106241.0,2015-05-20,0
43277,8720138.0,2002-10-30,0
43278,8901981.0,2003-07-18,0
43279,18694205.0,2012-01-26,0
43281,21354470.0,2013-01-24,0
43282,22228563.0,2013-07-24,0
43283,23152574.0,2014-01-23,0
43284,26615843.0,2015-07-28,0
43285,27250030.0,2015-10-27,0
43286,28119705.0,2016-01-26,0
43287,29221050.0,2016-04-26,0
43290,29816033.0,2016-07-26,0
43292,61358617.0,2016-10-25,0
43294,61919085.0,2017-01-24,0
43296,62487814.0,2017-04-25,0
43298,65967719.0,2018-10-23,0
43299,71284364.0,2021-01-21,0
43302,8710833.0,2002-08-01,0
43303,8725870.0,2003-04-15,0
43304,8725889.0,2003-04-15,0
43305,8906427.0,2003-08-07,0
43307,915236.0,2004-07-06,1
43308,71890375.0,2021-04-19,0
43310,10145672.0,2005-02-23,0
43312,23046107.0,2014-01-06,0
43313,23165512.0,2014-01-27,0
43314,8009731.0,2002-07-23,0
43315,8913026.0,2004-01-27,0
43316,9876804.0,2004-10-21,0
43317,10101081.0,2005-02-02,0
43318,10280990.0,2005-04-26,0
43319,10485956.0,2005-07-26,0
43320,10701715.0,2005-10-25,0
43321,1169918.0,2005-12-01,1
43322,10936433.0,2006-02-02,0
43323,1194673.0,2006-03-07,1
43325,11156313.0,2006-04-25,0
43326,11455164.0,2006-07-25,0
43327,11681650.0,2006-10-24,0
43328,11939044.0,2007-02-01,0
43329,12193307.0,2007-04-24,0
43330,12453210.0,2007-07-24,0
43331,12746814.0,2007-10-23,0
43332,12750999.0,2007-10-23,0
43333,1704428.0,2007-11-27,1
43334,13082753.0,2008-01-30,0
43335,13084774.0,2008-01-30,0
43336,1698820.0,2008-04-23,1
43337,13721982.0,2008-07-23,0
43338,13722230.0,2008-07-23,0
43339,14047264.0,2008-10-22,0
43340,14381502.0,2009-01-29,0
43341,14749478.0,2009-04-23,0
43342,15427493.0,2009-10-22,0
43343,15427678.0,2009-10-22,0
43344,15767485.0,2010-01-28,0
43345,16066565.0,2010-04-22,0
43346,16407994.0,2010-07-22,0
43347,16408125.0,2010-07-22,0
43348,16775887.0,2010-10-21,0
43349,16775908.0,2010-10-21,0
43350,17178690.0,2011-01-27,0
43351,17178691.0,2011-01-27,0
43353,17512336.0,2011-04-26,0
43354,17928831.0,2011-07-27,0
43355,18303794.0,2011-10-25,0
43356,18303796.0,2011-10-25,0
43357,18718670.0,2012-02-01,0
43358,18718672.0,2012-02-01,0
43359,20120679.0,2012-04-27,0
43360,20555995.0,2012-07-27,0
43361,20557535.0,2012-07-27,0
43362,20959800.0,2012-10-25,0
43363,20960484.0,2012-10-25,0
43364,21378155.0,2013-01-29,0
43365,21378156.0,2013-01-29,0
43366,21802212.0,2013-04-25,0
43367,21803041.0,2013-04-25,0
43368,22256284.0,2013-07-25,0
43369,22256285.0,2013-07-25,0
43370,22696949.0,2013-10-24,0
43371,22697960.0,2013-10-24,0
43373,23180139.0,2014-01-30,0
43374,23180298.0,2014-01-30,0
43375,23655558.0,2014-04-24,0
43376,23655564.0,2014-04-24,0
43377,24228695.0,2014-07-24,0
43378,24237066.0,2014-07-24,0
43379,24746653.0,2014-10-23,0
43380,24746874.0,2014-10-23,0
43381,25341593.0,2015-01-29,0
43382,25342083.0,2015-01-29,0
43383,25889406.0,2015-04-23,0
43384,25889411.0,2015-04-23,0
43385,26574880.0,2015-07-23,0
43386,26576708.0,2015-07-23,0
43387,15938723.0,2010-03-12,0
43389,15939324.0,2010-03-12,0
43390,20060749.0,2012-04-17,0
43391,16487980.0,2010-08-05,0
43392,8902374.0,2003-07-22,0
43393,8913293.0,2004-01-27,0
43395,10084245.0,2005-01-25,0
43396,10490360.0,2005-07-26,0
43398,10709449.0,2005-10-25,0
43400,10906594.0,2006-01-24,0
43402,11454848.0,2006-07-25,0
43403,11683624.0,2006-10-24,0
43404,11955357.0,2007-02-06,0
43405,12453015.0,2007-07-24,0
43406,24227950.0,2014-07-24,0
43407,24747664.0,2014-10-23,0
43410,25283576.0,2015-01-21,0
43411,25879206.0,2015-04-22,0
43416,26563124.0,2015-07-22,0
43418,27129987.0,2015-10-08,0
43419,27250384.0,2015-10-27,0
43420,28019600.0,2016-01-20,0
43422,29242401.0,2016-04-27,0
43423,29829621.0,2016-07-27,0
43426,61367591.0,2016-10-26,0
43427,62500161.0,2017-04-26,0
43428,63064729.0,2017-07-26,0
43429,64178817.0,2018-01-24,0
43434,64835751.0,2018-04-25,0
43435,65982281.0,2018-10-24,0
43436,67173595.0,2019-04-24,0
43437,68701710.0,2020-01-22,0
43438,70630126.0,2020-10-21,0
43440,71274977.0,2021-01-20,0
43444,71915473.0,2021-04-21,0
43446,72124670.0,2021-05-12,0
43448,73207192.0,2021-10-20,0
43450,74661031.0,2022-04-20,0
